car.id, path
20151901101926-562, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153801103803-800, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154601104625-869, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance2
20155001105050-654, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150401110417-611, entrance3 general-gate7 camping0 camping0 general-gate7 entrance3
20152001112015-415, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153701113748-789, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153901113923-917, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154401114438-695, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance2
20150801120817-560, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151401121438-732, entrance3 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20152101122110-544, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152801122825-147, entrance3 general-gate7 entrance1
20153701123723-532, entrance0 general-gate4 general-gate7 entrance1
20155901125940-121, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20150501010554-108, entrance3 general-gate7 camping2 camping2 general-gate7 entrance3
20152301012309-631, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155501015527-544, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20155801015824-240, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150801020851-728, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152001022003-999, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20152801022821-939, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20152901022909-746, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154501024521-895, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155201025239-418, entrance3 general-gate7 camping2 camping2 general-gate7 entrance3
20155301025350-31, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155701025733-561, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20150201030237-485, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20150501030502-599, entrance3 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151101031131-640, entrance1 general-gate7 general-gate4 entrance0
20153801033808-197, entrance3 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150601040632-151, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20152701042745-699, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20152801042854-889, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153001043053-282, entrance1 general-gate7 general-gate4 entrance0
20153701043700-596, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155901045901-393, entrance3 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150001050042-811, entrance2 general-gate6 camping7 camping7 general-gate6 entrance4
20150301050357-768, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 entrance0
20153901053918-352, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 entrance1
20154701054735-930, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20155401055424-365, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150601060609-840, entrance1 general-gate7 general-gate4 entrance0
20154301064333-561, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155801075850-229, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20154501084537-684, entrance3 entrance3 entrance3 entrance0
20155001085025-541, entrance0 entrance3
20155301085350-513, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155501105557-44, entrance1 general-gate7 entrance3
20151901111939-390, entrance1 general-gate7 entrance3
20153202123235-650, entrance1 general-gate7 general-gate4 entrance0
20155702015728-136, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154602034627-65, entrance3 entrance0
20155902035925-439, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151102051100-481, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151502051516-710, entrance3 general-gate7 entrance1
20154402054434-251, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155402055458-607, entrance0 general-gate4 general-gate7 entrance1
20150302060320-142, entrance4 camping6 camping6 entrance4
20150502060559-716, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20153102063137-742, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153202063212-217, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154102064141-457, entrance1 general-gate7 entrance3
20154202064209-590, entrance0 general-gate4 general-gate7 entrance1
20151302071301-31, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20153002073028-758, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154702074759-377, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance4
20155302075339-508, entrance0 general-gate4 general-gate7 entrance1
20155602075606-537, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance2
20150802090823-595, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20152202092258-284, entrance4 general-gate5 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154102094110-15, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154602094603-395, entrance3 general-gate7 entrance1
20155002095022-451, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155402095430-944, entrance1 camping2 camping2 general-gate7 entrance3
20150202100259-885, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20151802101818-845, entrance2 entrance4
20154102104114-973, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152402112425-692, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154102114107-39, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20154102114141-894, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20154102114150-147, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155902115909-910, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150902120906-170, entrance1 camping3 camping3 general-gate7 general-gate4 entrance0
20151502121502-816, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152602122642-940, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20155902125916-155, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 entrance3
20150302010308-139, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150802010858-812, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 entrance1
20154102014133-632, entrance0 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154202014210-253, entrance1 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151402021419-157, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20152202022250-564, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20155302025312-112, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 entrance3
20155702025721-399, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153802033804-576, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20152602042627-350, entrance3 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20154002044015-415, entrance4 general-gate5 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154402044412-377, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance4
20155702045735-87, entrance1 camping2 camping2 general-gate7 general-gate4 entrance0
20150602050643-221, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20152102052154-22, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 entrance1
20152502052551-148, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153002053041-801, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154102054122-35, entrance1 camping2 camping2 general-gate7 entrance3
20154602054627-434, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20155102055140-273, entrance1 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150702080703-888, entrance1 general-gate7 entrance3
20152602082644-571, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153802083826-293, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150802090839-792, entrance1 general-gate7 general-gate4 entrance0
20153202093212-179, entrance1 general-gate7 entrance3
20153502093559-187, entrance1 general-gate7 general-gate4 entrance0
20153302103343-254, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152502112508-357, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152603012609-626, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152403022431-861, entrance0 entrance3
